Sector,district
TA4 4,TA4
TA5 1,TA5
TA6 5,TA6
TA9 3,TA9
TA18 7,TA18
TF3 4,TF3
TF9 4,TF9
TN1 2,TN1
TN2 3,TN2
TN6 3,TN6
TN7 4,TN7
TN8 5,TN8
TN8 6,TN8
TN9 1,TN9
TN9 2,TN9
TN10 4,TN10
TN11 0,TN11
TN11 8,TN11
TN11 9,TN11
TN12 7,TN12
TN12 9,TN12
TN13 2,TN13
TN14 5,TN14
TN15 9,TN15
TN23 3,TN23
TN23 4,TN23
TN23 5,TN23
TN23 7,TN23
TN25 6,TN25
TN25 7,TN25
TN26 1,TN26
TN26 3,TN26
TN32 5,TN32
TN33 0,TN33
TN38 0,TN38
TN38 9,TN38
TN39 5,TN39
TN40 9,TN40
TQ1 2,TQ1
TQ2 7,TQ2
TQ3 1,TQ3
TQ12 6,TQ12
TR1 1,TR1
TR1 3,TR1
TR3 7,TR3
TR10 9,TR10
TR21 0,TR21
TR27 5,TR27
TS9 6,TS9
TS15 0,TS15
TW1 4,TW1
TW2 5,TW2
TW2 7,TW2
TW3 1,TW3
TW3 3,TW3
TW4 5,TW4
TW4 6,TW4
TW5 0,TW5
TW6 2,TW6
TW7 4,TW7
TW7 5,TW7
TW7 6,TW7
TW8 8,TW8
TW10 6,TW10
TW10 7,TW10
TW11 0,TW11
TW12 1,TW12
TW13 5,TW13
TW13 6,TW13
TW14 8,TW14
TW15 1,TW15
TW15 3,TW15
TW17 0,TW17
TW19 7,TW19
TW20 8,TW20
TW20 9,TW20
UB1 2,UB1
UB1 3,UB1
UB2 4,UB2
UB2 5,UB2
UB3 4,UB3
UB4 0,UB4
UB5 5,UB5
UB6 0,UB6
UB8 2,UB8
UB8 3,UB8
UB10 0,UB10
UB10 8,UB10
UB10 9,UB10
W2 1,W2
W2 2,W2
W2 3,W2
W2 6,W2
W3 6,W3
W3 7,W3
W4 1,W4
W4 5,W4
W5 2,W5
W5 4,W5
W7 1,W7
W7 2,W7
W7 3,W7
W9 1,W9
W9 3,W9
W10 4,W10
W10 6,W10
W11 1,W11
W12 0,W12
W12 8,W12
W12 9,W12
W13 8,W13
W13 9,W13
W14 0,W14
W14 8,W14
W14 9,W14
WA10 3,WA10
WA12 0,WA12
WA15 8,WA15
WD3 1,WD3
WD3 3,WD3
WD3 5,WD3
WD4 9,WD4
WD5 0,WD5
WD6 1,WD6
WD6 2,WD6
WD18 0,WD18
WD18 6,WD18
WD18 7,WD18
WD18 8,WD18
WD23 1,WD23
WD23 3,WD23
WD25 0,WD25
WD25 7,WD25
WD25 8,WD25
WF6 2,WF6
WF10 2,WF10
WF14 9,WF14
WF16 0,WF16
WN1 9,WN1
WN7 3,WN7
WN7 4,WN7
WR2 4,WR2
WR2 5,WR2
WR3 7,WR3
WR3 8,WR3
WR5 3,WR5
WR7 4,WR7
WR9 9,WR9
WR11 8,WR11
WS2 0,WS2
WS2 7,WS2
WS3 1,WS3
WS8 6,WS8
WS10 9,WS10
WS11 0,WS11
WS14 0,WS14
WV1 2,WV1
WV1 3,WV1
WV2 1,WV2
WV2 4,WV2
WV11 3,WV11
YO8 3,YO8
YO8 8,YO8
YO10 5,YO10
YO11 2,YO11
YO22 5,YO22
YO23 7,YO23
YO24 3,YO24
YO24 4,YO24
YO30 6,YO30
YO31 1,YO31
YO31 9,YO31
YO41 4,YO41
YO42 2,YO42
YO42 4,YO42
